image_id,clip_name,labels,labels_pred,accurate_tf
data/train_images_tiny/clip_000148/00000.jpg,clip_000148,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","[bipolar forceps, nan, monopolar curved scissors, grasping retractor]",True
data/train_images_tiny/clip_000155/00000.jpg,clip_000155,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","[bipolar forceps, nan, monopolar curved scissors, grasping retractor]",True
data/train_images_tiny/clip_000155/00060.jpg,clip_000155,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","[bipolar forceps, nan, monopolar curved scissors, grasping retractor]",True
data/train_images_tiny/clip_000159/00000.jpg,clip_000159,"[needle driver, nan, needle driver, grasping retractor]","[needle driver, nan, needle driver, grasping retractor]",True
data/train_images_tiny/clip_000159/00060.jpg,clip_000159,"[needle driver, nan, needle driver, grasping retractor]","[needle driver, nan, needle driver, grasping retractor]",True
data/train_images_tiny/clip_000171/00060.jpg,clip_000171,"[needle driver, nan, needle driver, grasping retractor]","[needle driver, nan, needle driver, grasping retractor]",True
data/train_images_tiny/clip_000171/00000.jpg,clip_000171,"[needle driver, nan, needle driver, grasping retractor]","[needle driver, nan, needle driver, grasping retractor]",True
data/train_images_tiny/clip_000178/00060.jpg,clip_000178,"[grasping retractor, bipolar forceps, nan, monopolar curved scissors]","[grasping retractor, bipolar forceps, nan, monopolar curved scissors]",True
data/train_images_tiny/clip_000178/00000.jpg,clip_000178,"[grasping retractor, bipolar forceps, nan, monopolar curved scissors]","[grasping retractor, bipolar forceps, nan, monopolar curved scissors]",True
data/train_images_tiny/clip_000181/00000.jpg,clip_000181,"[grasping retractor, bipolar forceps, nan, monopolar curved scissors]","[grasping retractor, bipolar forceps, nan, monopolar curved scissors]",True
data/train_images_tiny/clip_000181/00060.jpg,clip_000181,"[grasping retractor, bipolar forceps, nan, monopolar curved scissors]","[grasping retractor, bipolar forceps, nan, monopolar curved scissors]",True
data/train_images_tiny/clip_000185/00060.jpg,clip_000185,"[grasping retractor, bipolar forceps, nan, monopolar curved scissors]","[grasping retractor, bipolar forceps, nan, monopolar curved scissors]",True
data/train_images_tiny/clip_000185/00000.jpg,clip_000185,"[grasping retractor, bipolar forceps, nan, monopolar curved scissors]","[grasping retractor, bipolar forceps, nan, monopolar curved scissors]",True
data/train_images_tiny/clip_000190/00060.jpg,clip_000190,"[grasping retractor, bipolar forceps, nan, monopolar curved scissors]","[grasping retractor, bipolar forceps, nan, monopolar curved scissors]",True
data/train_images_tiny/clip_000190/00000.jpg,clip_000190,"[grasping retractor, bipolar forceps, nan, monopolar curved scissors]","[grasping retractor, bipolar forceps, nan, monopolar curved scissors]",True
data/train_images_tiny/clip_000192/00000.jpg,clip_000192,"[grasping retractor, bipolar forceps, nan, monopolar curved scissors]","[grasping retractor, bipolar forceps, nan, monopolar curved scissors]",True
data/train_images_tiny/clip_000192/00060.jpg,clip_000192,"[grasping retractor, bipolar forceps, nan, monopolar curved scissors]","[grasping retractor, bipolar forceps, nan, monopolar curved scissors]",True
data/train_images_tiny/clip_000194/00000.jpg,clip_000194,"[grasping retractor, bipolar forceps, nan, monopolar curved scissors]","[grasping retractor, bipolar forceps, nan, monopolar curved scissors]",True
data/train_images_tiny/clip_000194/00060.jpg,clip_000194,"[grasping retractor, bipolar forceps, nan, monopolar curved scissors]","[grasping retractor, bipolar forceps, nan, monopolar curved scissors]",True
data/train_images_tiny/clip_000195/00060.jpg,clip_000195,"[grasping retractor, bipolar forceps, nan, monopolar curved scissors]","[grasping retractor, bipolar forceps, nan, monopolar curved scissors]",True
data/train_images_tiny/clip_000195/00000.jpg,clip_000195,"[grasping retractor, bipolar forceps, nan, monopolar curved scissors]","[grasping retractor, bipolar forceps, nan, monopolar curved scissors]",True
data/train_images_tiny/clip_000198/00000.jpg,clip_000198,"[grasping retractor, bipolar forceps, nan, monopolar curved scissors]","[grasping retractor, bipolar forceps, nan, monopolar curved scissors]",True
data/train_images_tiny/clip_000198/00060.jpg,clip_000198,"[grasping retractor, bipolar forceps, nan, monopolar curved scissors]","[grasping retractor, bipolar forceps, nan, monopolar curved scissors]",True
data/train_images_tiny/clip_000201/00060.jpg,clip_000201,"[grasping retractor, bipolar forceps, nan, monopolar curved scissors]","[grasping retractor, bipolar forceps, nan, monopolar curved scissors]",True
data/train_images_tiny/clip_000201/00000.jpg,clip_000201,"[grasping retractor, bipolar forceps, nan, monopolar curved scissors]","[grasping retractor, bipolar forceps, nan, monopolar curved scissors]",True
data/train_images_tiny/clip_000214/00060.jpg,clip_000214,"[needle driver, nan, needle driver, cadiere forceps]","[needle driver, nan, needle driver, cadiere forceps]",True
data/train_images_tiny/clip_000214/00000.jpg,clip_000214,"[needle driver, nan, needle driver, cadiere forceps]","[needle driver, nan, needle driver, cadiere forceps]",True
data/train_images_tiny/clip_000216/00000.jpg,clip_000216,"[needle driver, nan, needle driver, cadiere forceps]","[needle driver, nan, needle driver, cadiere forceps]",True
data/train_images_tiny/clip_000216/00060.jpg,clip_000216,"[needle driver, nan, needle driver, cadiere forceps]","[needle driver, nan, needle driver, cadiere forceps]",True
data/train_images_tiny/clip_000226/00060.jpg,clip_000226,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]",True
data/train_images_tiny/clip_000226/00000.jpg,clip_000226,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]",True
data/train_images_tiny/clip_000235/00000.jpg,clip_000235,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]",True
data/train_images_tiny/clip_000235/00060.jpg,clip_000235,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]",True
data/train_images_tiny/clip_000247/00000.jpg,clip_000247,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]",True
data/train_images_tiny/clip_000247/00060.jpg,clip_000247,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]",True
data/train_images_tiny/clip_000249/00000.jpg,clip_000249,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]",True
data/train_images_tiny/clip_000249/00060.jpg,clip_000249,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]",True
data/train_images_tiny/clip_000250/00060.jpg,clip_000250,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]",True
data/train_images_tiny/clip_000250/00000.jpg,clip_000250,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]",True
data/train_images_tiny/clip_000263/00060.jpg,clip_000263,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]",True
data/train_images_tiny/clip_000263/00000.jpg,clip_000263,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]",True
data/train_images_tiny/clip_000266/00000.jpg,clip_000266,"[needle driver, nan, needle driver, cadiere forceps]","[needle driver, nan, needle driver, cadiere forceps]",True
data/train_images_tiny/clip_000266/00060.jpg,clip_000266,"[needle driver, nan, needle driver, cadiere forceps]","[needle driver, nan, needle driver, cadiere forceps]",True
data/train_images_tiny/clip_000269/00060.jpg,clip_000269,"[needle driver, nan, needle driver, cadiere forceps]","[needle driver, nan, needle driver, cadiere forceps]",True
data/train_images_tiny/clip_000269/00000.jpg,clip_000269,"[needle driver, nan, needle driver, cadiere forceps]","[needle driver, nan, needle driver, cadiere forceps]",True
data/train_images_tiny/clip_000286/00060.jpg,clip_000286,"[needle driver, nan, needle driver, cadiere forceps]","[needle driver, nan, needle driver, cadiere forceps]",True
data/train_images_tiny/clip_000286/00000.jpg,clip_000286,"[needle driver, nan, needle driver, cadiere forceps]","[needle driver, nan, needle driver, cadiere forceps]",True
data/train_images_tiny/clip_000288/00000.jpg,clip_000288,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]",True
data/train_images_tiny/clip_000288/00060.jpg,clip_000288,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]",True
data/train_images_tiny/clip_000294/00060.jpg,clip_000294,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","[bipolar forceps, nan, monopolar curved scissors, grasping retractor]",True
data/train_images_tiny/clip_000294/00000.jpg,clip_000294,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","[bipolar forceps, nan, monopolar curved scissors, grasping retractor]",True
data/train_images_tiny/clip_000295/00000.jpg,clip_000295,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","[bipolar forceps, nan, monopolar curved scissors, grasping retractor]",True
data/train_images_tiny/clip_000295/00060.jpg,clip_000295,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","[bipolar forceps, nan, monopolar curved scissors, grasping retractor]",True
data/train_images_tiny/clip_000305/00000.jpg,clip_000305,"[needle driver, nan, monopolar curved scissors, cadiere forceps]","[needle driver, nan, monopolar curved scissors, cadiere forceps]",True
data/train_images_tiny/clip_000305/00060.jpg,clip_000305,"[needle driver, nan, monopolar curved scissors, cadiere forceps]","[needle driver, nan, monopolar curved scissors, cadiere forceps]",True
data/train_images_tiny/clip_000310/00060.jpg,clip_000310,"[needle driver, nan, needle driver, cadiere forceps]","[needle driver, nan, needle driver, cadiere forceps]",True
data/train_images_tiny/clip_000310/00000.jpg,clip_000310,"[needle driver, nan, needle driver, cadiere forceps]","[needle driver, nan, needle driver, cadiere forceps]",True
data/train_images_tiny/clip_000320/00000.jpg,clip_000320,"[cadiere forceps, bipolar forceps, nan, monopolar curved scissors]","[cadiere forceps, bipolar forceps, nan, monopolar curved scissors]",True
data/train_images_tiny/clip_000320/00060.jpg,clip_000320,"[cadiere forceps, bipolar forceps, nan, monopolar curved scissors]","[cadiere forceps, bipolar forceps, nan, monopolar curved scissors]",True
data/train_images_tiny/clip_000323/00060.jpg,clip_000323,"[cadiere forceps, bipolar forceps, nan, monopolar curved scissors]","[cadiere forceps, bipolar forceps, nan, monopolar curved scissors]",True
data/train_images_tiny/clip_000323/00000.jpg,clip_000323,"[cadiere forceps, bipolar forceps, nan, monopolar curved scissors]","[cadiere forceps, bipolar forceps, nan, monopolar curved scissors]",True
data/train_images_tiny/clip_000347/00060.jpg,clip_000347,"[needle driver, nan, needle driver, cadiere forceps]","[needle driver, nan, needle driver, cadiere forceps]",True
data/train_images_tiny/clip_000347/00000.jpg,clip_000347,"[needle driver, nan, needle driver, cadiere forceps]","[needle driver, nan, needle driver, cadiere forceps]",True
data/train_images_tiny/clip_000353/00060.jpg,clip_000353,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]",True
data/train_images_tiny/clip_000353/00000.jpg,clip_000353,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]",True
data/train_images_tiny/clip_000358/00000.jpg,clip_000358,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]",True
data/train_images_tiny/clip_000358/00060.jpg,clip_000358,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]",True
data/train_images_tiny/clip_000370/00000.jpg,clip_000370,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]",True
data/train_images_tiny/clip_000370/00060.jpg,clip_000370,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]",True
data/train_images_tiny/clip_000373/00000.jpg,clip_000373,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]",True
data/train_images_tiny/clip_000373/00060.jpg,clip_000373,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]",True
data/train_images_tiny/clip_000375/00000.jpg,clip_000375,"[needle driver, nan, needle driver, cadiere forceps]","[needle driver, nan, needle driver, cadiere forceps]",True
data/train_images_tiny/clip_000375/00060.jpg,clip_000375,"[needle driver, nan, needle driver, cadiere forceps]","[needle driver, nan, needle driver, cadiere forceps]",True
data/train_images_tiny/clip_000376/00060.jpg,clip_000376,"[needle driver, nan, needle driver, cadiere forceps]","[needle driver, nan, needle driver, cadiere forceps]",True
data/train_images_tiny/clip_000376/00000.jpg,clip_000376,"[needle driver, nan, needle driver, cadiere forceps]","[needle driver, nan, needle driver, cadiere forceps]",True
data/train_images_tiny/clip_000378/00060.jpg,clip_000378,"[needle driver, nan, needle driver, cadiere forceps]","[needle driver, nan, needle driver, cadiere forceps]",True
data/train_images_tiny/clip_000378/00000.jpg,clip_000378,"[needle driver, nan, needle driver, cadiere forceps]","[needle driver, nan, needle driver, cadiere forceps]",True
data/train_images_tiny/clip_000384/00060.jpg,clip_000384,"[needle driver, nan, needle driver, cadiere forceps]","[needle driver, nan, needle driver, cadiere forceps]",True
data/train_images_tiny/clip_000384/00000.jpg,clip_000384,"[needle driver, nan, needle driver, cadiere forceps]","[needle driver, nan, needle driver, cadiere forceps]",True
data/train_images_tiny/clip_000385/00000.jpg,clip_000385,"[needle driver, nan, needle driver, cadiere forceps]","[needle driver, nan, needle driver, cadiere forceps]",True
data/train_images_tiny/clip_000385/00060.jpg,clip_000385,"[needle driver, nan, needle driver, cadiere forceps]","[needle driver, nan, needle driver, cadiere forceps]",True
data/train_images_tiny/clip_000386/00060.jpg,clip_000386,"[needle driver, nan, needle driver, cadiere forceps]","[needle driver, nan, needle driver, cadiere forceps]",True
data/train_images_tiny/clip_000386/00000.jpg,clip_000386,"[needle driver, nan, needle driver, cadiere forceps]","[needle driver, nan, needle driver, cadiere forceps]",True
data/train_images_tiny/clip_000392/00000.jpg,clip_000392,"[needle driver, nan, needle driver, cadiere forceps]","[needle driver, nan, needle driver, cadiere forceps]",True
data/train_images_tiny/clip_000392/00060.jpg,clip_000392,"[needle driver, nan, needle driver, cadiere forceps]","[needle driver, nan, needle driver, cadiere forceps]",True
data/train_images_tiny/clip_000397/00060.jpg,clip_000397,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","[bipolar forceps, nan, monopolar curved scissors, grasping retractor]",True
data/train_images_tiny/clip_000397/00000.jpg,clip_000397,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","[bipolar forceps, nan, monopolar curved scissors, grasping retractor]",True
data/train_images_tiny/clip_000401/00000.jpg,clip_000401,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","[bipolar forceps, nan, monopolar curved scissors, grasping retractor]",True
data/train_images_tiny/clip_000401/00060.jpg,clip_000401,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","[bipolar forceps, nan, monopolar curved scissors, grasping retractor]",True
data/train_images_tiny/clip_000409/00060.jpg,clip_000409,"[needle driver, nan, needle driver, cadiere forceps]","[needle driver, nan, needle driver, cadiere forceps]",True
data/train_images_tiny/clip_000409/00000.jpg,clip_000409,"[needle driver, nan, needle driver, cadiere forceps]","[needle driver, nan, needle driver, cadiere forceps]",True
data/train_images_tiny/clip_000417/00000.jpg,clip_000417,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]",True
data/train_images_tiny/clip_000417/00060.jpg,clip_000417,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]",True
data/train_images_tiny/clip_000418/00060.jpg,clip_000418,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]",True
data/train_images_tiny/clip_000418/00000.jpg,clip_000418,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]",True
data/train_images_tiny/clip_000421/00060.jpg,clip_000421,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]",True
data/train_images_tiny/clip_000421/00000.jpg,clip_000421,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]",True
data/train_images_tiny/clip_000422/00000.jpg,clip_000422,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]",True
data/train_images_tiny/clip_000422/00060.jpg,clip_000422,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]",True
data/train_images_tiny/clip_000430/00000.jpg,clip_000430,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]",True
data/train_images_tiny/clip_000430/00060.jpg,clip_000430,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]",True
data/train_images_tiny/clip_000432/00060.jpg,clip_000432,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]",True
data/train_images_tiny/clip_000432/00000.jpg,clip_000432,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]",True
data/train_images_tiny/clip_000433/00000.jpg,clip_000433,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]",True
data/train_images_tiny/clip_000433/00060.jpg,clip_000433,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]",True
data/train_images_tiny/clip_000436/00060.jpg,clip_000436,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]",True
data/train_images_tiny/clip_000436/00000.jpg,clip_000436,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]",True
data/train_images_tiny/clip_000439/00060.jpg,clip_000439,"[bipolar forceps, nan, clip applier, cadiere forceps]","[bipolar forceps, nan, clip applier, cadiere forceps]",True
